;Lens Epithelial Cells;Macrophage - monocyte derived;Mallassez-derived cells;Mammary Epithelial Cell;Mast cell;mature adipocyte;Melanocyte;Meningeal Cells;mesenchymal precursor cell - adipose;mesenchymal precursor cell - bone marrow;mesenchymal precursor cell - cardiac;Mesenchymal stem cells - adipose;Mesenchymal Stem Cells - amniotic membrane;Mesenchymal Stem Cells - bone marrow;Mesenchymal stem cells - hepatic;Mesenchymal stem cells - umbilical;Mesenchymal Stem Cells - Vertebral;Mesenchymal Stem Cells - Wharton Jelly;Mesothelial Cells;migratory langerhans cells;Multipotent Cord Blood Unrestricted Somatic Stem Cells;Myoblast;nasal epithelial cells;Natural Killer Cells;Neural stem cells;Neurons;Neutrophil;Nucleus Pulposus Cell;Olfactory epithelial cells;Oligodendrocyte - precursors;Osteoblast;Pancreatic stromal cells;Pericytes;Perineurial Cells;Placental Epithelial Cells;Preadipocyte - breast;Preadipocyte - omental;Preadipocyte - perirenal;Preadipocyte - subcutaneous;Preadipocyte - visceral;promyelocytes;Prostate Epithelial Cells;Prostate Stromal Cells;Renal Cortical Epithelial Cells;Renal Epithelial Cells;Renal Glomerular Endothelial Cells;Renal Mesangial Cells;Renal Proximal Tubular Epithelial Cell;Retinal Pigment Epithelial Cells;salivary acinar cells;Schwann Cells;Sebocyte;Sertoli Cells;Skeletal Muscle Cells;Skeletal muscle cells differentiated into Myotubes;Skeletal Muscle Satellite Cells;Small Airway Epithelial Cells;Smooth muscle cells - airway;Smooth Muscle Cells - Aortic;Smooth Muscle Cells - Bladder;Smooth Muscle Cells - Brachiocephalic;Smooth Muscle Cells - Brain Vascular;Smooth Muscle Cells - Bronchial;Smooth Muscle Cells - Carotid;Smooth Muscle Cells - Colonic;Smooth Muscle Cells - Coronary Artery;Smooth Muscle Cells - Esophageal;Smooth Muscle Cells - Internal Thoracic Artery;Smooth Muscle Cells - Intestinal;Smooth Muscle Cells - Prostate;Smooth Muscle Cells - Pulmonary Artery;Smooth Muscle Cells - Subclavian Artery;Smooth Muscle Cells - Tracheal;Smooth Muscle Cells - Umbilical artery;Smooth Muscle Cells - Umbilical Vein;Smooth Muscle Cells - Uterine;Synoviocyte;tenocyte;Trabecular Meshwork Cells;Tracheal Epithelial Cells;Urothelial cells;Adipocyte - breast;Adipocyte - omental;Adipocyte - perirenal;Adipocyte - subcutaneous;Alveolar Epithelial Cells;Amniotic Epithelial Cells;amniotic membrane cells;Anulus Pulposus Cell;Astrocyte - cerebellum;Astrocyte - cerebral cortex;Basophils;Bronchial Epithelial Cell;Cardiac Myocyte;CD133+ stem cells - adult bone marrow derived;CD133+ stem cells - cord blood derived;CD14+ monocyte derived endothelial progenitor cells;CD14+ Monocytes;CD14+ CD16- Monocytes;CD14+ CD16+ Monocytes;CD14- CD16+ Monocytes;CD19+ B Cells;CD34 cells differentiated to erythrocyte lineage;CD34+ Progenitors;CD34+ stem cells - adult bone marrow derived;CD4+ T Cells;CD4+CD25+CD45RA- memory regulatory T cells;CD4+CD25+CD45RA+ naive regulatory T cells;CD4+CD25-CD45RA- memory conventional T cells;CD4+CD25-CD45RA+ naive conventional T cells;CD8+ T Cells;Chondrocyte;chorionic membrane cells;Ciliary Epithelial Cells;common myeloid progenitor CMP;Corneal Epithelial Cells;Dendritic Cells - monocyte immature derived;Dendritic Cells - plasmacytoid;Endothelial Cells - Aortic;Endothelial Cells - Artery;Endothelial Cells - Lymphatic;Endothelial Cells - Microvascular;Endothelial Cells - Thoracic;Endothelial Cells - Umbilical vein;Endothelial Cells - Vein;Eosinophils;Esophageal Epithelial Cells;Fibroblast - Aortic Adventitial;Fibroblast - Cardiac;Fibroblast - Choroid Plexus;Fibroblast - Conjunctival;Fibroblast - Dermal;Fibroblast - Gingival;Fibroblast - Lung;Fibroblast - Lymphatic;Fibroblast - Mammary;Fibroblast - Periodontal Ligament;Fibroblast - Pulmonary Artery;Fibroblast - skin;Fibroblast - Villous Mesenchymal;gamma delta positive T cells;Gingival epithelial cells;granulocyte macrophage progenitor;Hair Follicle Dermal Papilla Cells;Hair Follicle Outer Root Sheath Cells;Hepatic Sinusoidal Endothelial Cells;Hepatic Stellate Cells (lipocyte);Hepatocyte;immature langerhans cells;Intestinal epithelial cells (polarized);Iris Pigment Epithelial Cells;Keratinocyte - epidermal;Keratinocyte - oral;tpm.Keratocytes%2c%20donor1.CNhs11337.11527-119I6;tpm.Keratocytes%2c%20donor2.CNhs12095.11607-120I5;tpm.Keratocytes%2c%20donor3.CNhs12921.11688-122I5
chr15:41625060..41625088,+;35.63968471;25.80998578;10.33216035;60.00114518;42.01309985;0.590245076;44.4478386;65.99743115;22.82726913;5.160684577;22.309535;28.30616331;8.766858322;20.9819223;14.13009378;19.00440988;76.115959;0.517086863;4.499291404;5.011319272;8.47798004;29.96830715;2.363583161;3.340957325;58.60181644;47.89751956;18.59773127;4.686673074;15.2096795;37.21397756;34.3027101;41.35660049;4.663096401;55.71961947;23.50381616;1.759186041;4.093941109;4.452541993;24.09114028;37.4707986;40.76748186;17.94265263;48.56103554;34.00963871;26.45050394;22.12403192;7.932574964;18.26235988;42.16657818;9.843611294;46.49708499;11.78125382;25.70942878;37.1829254;17.99193898;48.10849733;2.81698466;10.55969498;10.02845278;4.976744835;8.198913157;23.30297067;4.01267207;7.552165637;31.49586349;5.335760634;19.57771251;2.697542781;122.490484;22.28133563;14.78947692;12.2431502;38.35393716;12.32600194;35.27295487;41.72031781;8.191206512;16.76674164;17.22073639;12.73261914;4.315697264;1.969110688;0.32889361;0;1.563114677;10.02979083;13.95746403;21.77695113;6.919087531;28.74189799;136.6424934;3.875526279;8.555917926;25.24612279;50.49927557;19.19257148;4.599359829;4.167734522;2.686047326;2.749824926;1.169950508;5.857958513;571.3802417;5.165715105;93.81817409;30.23404994;32.16588672;7.464431998;54.65316017;38.98117351;4.828614386;41.06909217;10.82778175;57.46238812;6.236666661;12.38860821;1.694585993;3.915232707;25.14941777;24.24020106;14.4518363;17.67301056;23.46203721;77.76752441;23.20468458;3.024469819;2.616564313;36.14868222;26.45336053;24.69218109;10.54100478;44.0844425;42.35645047;37.41858464;7.093093516;13.52452173;59.32125441;73.95778342;30.07162377;22.86727928;2.519086596;13.56251938;43.26891743;15.43060632;1.289675597;19.28115764;22.94709615;7.920107387;18.88783384;61.12525396;44.09292725;18.57813121;36.38725895;14.98718204;6.239608712;1.256747725
chr15:41694643..41694731,-;9.477333955;14.285372;8.00867145;5.092589984;6.345321714;17.64123512;6.823289008;6.78378288;7.607233079;7.642789738;8.118538475;5.998968526;9.443542662;7.560874457;6.04444507;6.076426685;17.62685366;6.463585788;9.333569633;8.302342774;6.251048832;10.44374212;7.126643053;2.484645964;4.889648695;6.765629097;1.106921702;8.333331423;6.14086871;7.330025883;5.317140168;6.950689157;3.867162705;10.13154306;7.468681004;7.585753866;7.706510423;11.87344532;5.662425549;6.550692454;11.54675461;5.856944105;5.335562639;6.145272588;4.029815216;3.259278717;3.555376322;5.439684385;6.350878514;3.960117826;6.233985288;6.473938267;3.503053572;9.710350465;7.074115811;9.54805051;3.769477839;7.964301949;7.592352126;0;9.273664512;10.63176329;5.298653038;8.221907625;7.665411259;5.589217535;7.288712522;4.799204916;9.675718908;7.262717873;3.656081666;7.636633433;7.515659145;6.500906936;7.674514193;8.143120605;6.0387809;7.422245534;5.111660002;3.656838279;5.079463115;7.792316729;10.11446449;13.95741639;10.45175617;3.348340281;2.395933216;5.365349164;12.42095396;4.704314503;7.118287166;1.290069126;4.600840226;7.834238166;6.459209665;0;9.010361828;2.350070868;3.089224502;4.921867359;5.533229114;5.59985608;3.951001557;1.781873769;8.796087268;4.199340456;4.552494518;5.923393504;3.936346431;3.681793273;5.117674791;8.033194802;4.647810431;9.827418398;16.6678898;3.601383013;12.92351502;1.737696431;3.878754682;4.5586221;5.5225883;4.024929605;2.723273137;4.306371503;5.408713285;0.878536116;1.017552788;6.733465553;7.630913619;6.545375988;5.733263836;10.42158481;5.228341386;7.196599436;6.112831545;4.459320221;6.472092393;7.599956272;7.814804999;7.593254923;4.50964702;6.142441508;2.474822964;6.317965268;11.14059462;3.503803076;5.545578319;14.65171907;3.558762267;6.272410366;7.892119274;7.973907925;5.92566049;2.280658137;4.159739141;6.535088173
chr15:41709308..41709348,+;53.99591938;37.66930567;38.30554043;37.10491376;79.03311207;56.76609312;27.84184325;41.57423642;27.22488546;30.57917791;29.68098693;19.60191325;35.60566952;20.25916477;32.2607628;19.37813902;40.32810459;32.18865722;45.29078496;57.91184639;40.51450654;38.69167787;26.64028119;58.47478342;110.4103546;53.82249336;112.3649038;39.13026232;37.18639781;43.9801553;30.17381529;44.91882868;14.29011746;45.75083288;25.67338317;28.56358762;36.07249702;13.35762598;28.20781033;39.54304065;79.71019072;35.16801355;32.12798019;28.96551836;21.79768077;22.09785;13.0557547;18.10573897;31.55848674;143.0170258;27.54661072;50.64998983;44.96094648;30.00832753;28.93900512;41.82303585;45.47103226;38.00374936;26.1066441;29.86046901;31.55817941;34.1606054;24.54508748;25.46475082;31.81103067;25.07173415;29.1119327;32.38922723;55.17218441;40.43406107;32.0892716;25.91830642;45.00970475;23.22433387;33.93924879;31.66256648;37.23676579;39.82335981;17.64389;23.56809772;23.01094441;25.60879462;24.26158926;23.55314015;24.754321;12.75853911;18.73300895;58.23972798;42.65482084;20.49850206;44.37956347;70.31709945;21.73139472;57.50111563;36.70005492;86.36657168;52.86607025;52.47820131;60.60814157;31.67410428;26.23686519;40.74694121;44.16895601;83.77245881;48.48939155;40.99327878;39.2903323;33.94648235;39.77014932;37.15807158;48.48517726;45.00670661;49.2984958;38.45475072;87.31333325;13.90898974;46.86036731;54.47015283;40.67850502;30.31307189;52.36911775;36.70364542;46.31380365;64.67898114;21.35440396;126.545746;33.80894522;36.91072345;37.807173;33.12162477;35.30602172;34.03641884;49.18593914;35.76862885;23.10294911;28.1158946;52.18146527;28.92520671;50.64667855;20.58320378;34.95259323;38.23937495;70.03543737;21.55373472;30.04668823;18.57237453;24.40130696;34.19253993;68.61796473;47.35054884;43.06352038;30.40399725;53.5161213;18.5710734;10.39934785;37.95378131
chr15:41786021..41786055,+;0.038643468;0;0;0.35033962;0.069109372;0;0;0;0.205560474;0;0.210544079;0;0.132969058;0.59002662;0.213782645;2.222967059;0;0.129271716;0.390990945;0;0;0.128179095;0.177325216;0;0;0;0;0;0;0;0.152373489;0;0.38178234;0.097503873;0;0;0;0;0.308480803;0.557991222;0;0.222533259;0.302342272;1.210460574;0.522899846;0;0;1.447261649;0;0.069072055;0.1739459;0;0;0.513934008;0.426963361;0.10515665;0.202315562;0.045589065;0;0;0;0;0.769857378;0;0;0.067394161;0.24381687;0.038522399;0.20586636;0.367270111;0.480274054;0.146150295;0.076971992;0.070423901;0.128357248;1.294982052;0;0;4.520352653;0;0;0.107050262;0;0;0.210573291;0.629023403;0;0.098988227;0;0.109040583;0.316366631;0;0.158466004;0.042620854;0;0;0.085858523;0;0;0;0.066305559;0;0;0;0;0.004744123;0.021348553;0;0;0;0;0;0.091597593;0;0;0;0;0;0.76246187;0.161371003;0;0.162708038;0;0;0;0;0;0.048069436;0.049695429;0;1.024983281;0.698398038;0.379328549;0.397279121;0;0.116679839;0.596209049;0;0.057323745;0;0;0;0;0;0;0;0.346798955;0.327609072;0;0.614942193;0;0;0;2.606466442;2.079869571;1.00539818
chr15:41786065..41786081,+;0.0777797;0;0;0.306911272;0;0;0;0.024446095;0.049751601;0;0;0;0;0;0;6.533245776;0;0.258543432;0.290511153;0;0;0;0.342648197;0.042781012;0;0.055838755;0;0;0;0.563848145;0.152373489;0.173767229;0.351012021;0.048751936;1.109569597;0;0.04271305;0;0.328809408;0.239197321;0;1.693947497;0.729908246;1.507629513;0.140735505;0.053978979;0.270946438;2.151236885;0.146116193;0.069072055;0.086156391;0;0;0.576372514;0.490528454;0.028408876;0.101157781;0.134551907;0.174259318;0;0;0.063543398;2.353664434;0;0;0;0.286590498;0;0.411732719;0;0.051790166;0;0.153943985;0;0.538005541;2.305946916;0;0;4.870287373;0.032074038;0;0;0;0;0.210573291;3.36248739;0;0;0;0;0.087472355;0.179548507;0.043029417;0.21310427;0;0;0.074638491;0.006063647;0;0;0.161309807;0;0;0;0.098884204;0.03165089;0.021348553;0.054320378;0.066760073;0;0.018327886;0;0.167398782;0.029278262;0;0;0;0;0.4688203;0.091706014;0;0.756676993;0;0;0.061067248;0;0;0;0.072147208;0;7.029642955;0.152395826;0.396455351;2.803741477;0.239539381;0.116679839;0.344615796;0;0;0.138201445;0;0.095601532;0;0;0;0.467472579;0.692069664;0;0;1.475861263;0.17156781;0.374672511;0;6.516166106;1.039934785;3.267544086
chr15:41836441..41836475,-;7.179365021;6.105565389;5.566447447;10.11324872;4.763968532;8.205806881;13.50877377;9.194131694;4.770386439;5.816741213;5.101878861;14.88880007;6.565579574;11.49177329;12.15153848;13.04520346;7.74513267;6.205042356;3.710183156;8.814339092;7.829412983;5.798643385;6.855012347;6.293085851;6.779895668;7.564845471;0;5.447359776;4.088246019;10.14926661;9.185051123;6.690038314;13.581521;9.282790593;15.03809086;4.75891112;3.846159664;4.452541993;7.29623887;4.716986706;9.106285585;8.787636055;6.111465039;11.40563727;17.93115559;10.32271762;13.62615523;12.19844406;9.494328924;5.057963177;9.332349134;9.188070747;4.306473221;8.843696956;8.447393124;8.543504394;4.80673991;4.925768875;8.99775026;6.220931043;3.886726104;6.735168516;13.53147466;5.119647056;8.247115903;9.444627892;14.08993507;3.063074151;10.49918435;4.847617836;3.828059665;4.405119055;8.84226255;7.889903286;12.51956855;5.880737561;2.861937638;3.552906085;21.59516011;7.837016696;10.35513091;5.498698672;3.880733509;2.617015572;6.021558005;22.97301052;12.39517734;7.783330412;4.689262526;10.455383;8.774944179;2.53592715;9.430025422;6.921410651;6.165609226;0;6.174950123;1.876369763;2.735295521;2.958831856;3.350784236;5.80975384;2.205304549;6.106826029;8.466626818;6.315378573;5.756562044;7.195696711;5.002150557;8.076937441;7.28871419;3.662012242;6.534323109;7.318454623;7.483999993;16.17012625;3.904426473;2.608658691;10.79810699;8.53637376;6.766553896;7.467423985;7.213253816;9.810623969;11.14953457;7.35971242;11.34170672;5.874995159;6.691861597;7.560439091;8.343722404;7.795063239;5.959805766;13.32290916;8.728567311;11.31635855;7.613241106;6.692498806;5.480610314;9.852780039;5.794660245;6.759232631;9.287974328;8.008240555;8.56336125;9.187367199;9.156426785;11.10331168;3.671249213;14.02068199;8.235254894;12.27884956;8.055194729;21.17753985;10.39934785;9.551282714
chr15:41851169..41851206,+;1.201889623;0.205546564;0.684244171;2.057670352;0.100566733;4.704554318;6.251372206;0.677222816;1.255935189;0.926977653;1.414568595;2.098156502;1.970857777;1.549085076;5.207016292;2.805493707;0.801220621;1.163445442;3.008345013;0.119475234;1.05355939;1.25430036;1.366002392;0.174134852;1.28593583;2.785778902;0;0.470258348;0.316919332;0.563848145;1.590261221;1.737672289;1.893639148;2.009986088;1.968642854;0.528767902;0.577703025;0;1.593745831;1.734124778;0;3.088979926;1.377621977;3.108612978;1.940559389;2.422249728;2.232011182;2.215659895;3.88660963;2.485416063;2.940597067;1.162983258;0;1.889951043;2.331903032;0.954990333;1.886155691;1.441836665;1.301603614;2.488372417;1.282947616;1.252663923;1.409601856;1.209219637;1.105531554;1.275334667;1.616871903;1.534269856;1.646930878;1.145840757;7.619028599;1.323036186;0.822024979;1.250779195;2.640625897;1.534393686;0.566352025;1.987330342;1.68225945;2.251562395;3.717506263;0.957025113;1.294022995;0;1.538788173;2.542360706;1.461733586;0.67690953;0.351348217;1.794840303;2.70533128;0.30749164;1.447438864;8.553346539;0.587200879;0;0;0.242707574;0.053575196;0;0;0;0;0.280254281;0.230576246;0.032083457;0.085394213;0;0;0.024714427;0.062987481;1.795690686;0.671715685;2.103519997;0;2.902904145;0;0;1.743333335;2.500836032;0.453309367;0.459692516;1.399044462;1.078104124;3.16560359;0;1.987737804;1.200987297;1.657076008;0.883208199;1.170915228;1.502815764;1.349326302;1.883464472;1.676775664;0.466719355;1.013028745;2.608940213;0.866305719;1.486858002;0;0.535113416;0;1.381349214;0.825307669;3.612142811;4.791567389;0.196929969;3.207694764;1.967815017;0.17156781;1.017805368;1.759180458;3.258083053;1.039934785;1.508097271
chr15:41851211..41851225,+;0.618788256;0;0.798921144;0.47081439;0.037465056;3.4560327;2.700687249;0.45443564;0.852341889;0.924354517;0.777799501;0.244302138;0.132969058;1.270974548;3.223066135;1.92774292;0.534147081;0.387815147;1.391734459;0.109241716;0.359437283;0.272960402;0.83258774;0.143751717;0.904793894;3.806135181;0;0;0.178428989;4.510785159;0.61960758;1.042603374;0.791728425;3.30631883;1.00968796;1.44597366;0.28899307;1.484180664;0.735274674;0.27581112;0;2.292482329;0.746218212;1.58464485;1.220548632;0.922059137;1.274325985;1.299493197;2.891116589;0.829403771;0.432415074;0.911954527;0;0.964899948;1.166716446;0.624724639;1.229643475;0.790635791;0.287093298;1.244186209;0.712655493;0.462059202;0.725765077;0.106067749;0.394810577;0.623440938;1.030866007;0.273849827;0.617599079;0.185270229;2.808893649;0.588723221;0.449498486;0.22906312;2.360932877;0.824871558;0.893078272;0.546264076;1.970584763;0.746774229;1.271947315;1.343020188;0.242956634;0;1.613727014;4.589551398;1.905287083;0.466323692;0.061883176;0.645132147;1.77326602;0.234332174;1.475080047;2.484595422;0;0;0;0.430202755;0;0;0;0;0;0.280254281;0.395076127;0.031658051;0.021348553;0.027864416;0;0.024714427;0.091266121;1.576876139;0.366390374;1.145892288;1.247333332;2.660040619;0;0.19066497;0.840001863;0.602408296;0.334720613;0.244062058;2.02535487;0.515971506;0.754978269;0;3.103287504;1.020428083;1.046202922;0.242511117;0.40971654;0.870963713;0.478578638;1.425346046;0.239539381;0;0.531843448;0.453728733;0.35008744;0.760107947;0;0.3750916;0;0.88927703;0.360939741;0.246051818;2.012813716;0.196929969;2.433892809;1.967815017;0.343135621;0.173695829;0.462942226;1.629041527;2.079869571;0.251349545
chr15:41851387..41851458,+;5.31357341;0.502808889;0.875966521;3.900689782;0.111972307;54.89860061;29.23509273;4.842264296;6.438405552;4.758533799;4.667519959;10.59588981;7.387072021;6.156800989;31.81943122;10.06880328;1.869514782;0.90490201;8.13797929;0.460391869;4.309297529;3.006261087;1.445814159;0.042781012;9.636787369;8.947863866;0;3.3507375;1.31190547;9.585418463;6.03062677;7.558874459;11.80574998;16.9539078;9.029535281;2.444560133;2.543807672;2.968361329;7.061755365;7.350073052;0;10.53560521;6.284661305;4.577734822;7.13203309;14.41838571;9.804250499;3.396230048;28.16201399;2.447251193;9.426519056;4.583249067;4.306473221;10.78736747;15.71955215;4.42192107;0.753073943;6.619073894;6.701124404;13.6860483;2.264055982;5.066763442;7.811374646;5.379197353;5.551832444;3.027285871;11.52774442;2.65269197;4.529059914;4.168792144;39.27018659;3.344148561;8.664191456;4.501369036;6.245251893;5.694644255;1.850672109;6.555680045;11.51626013;3.19820713;4.495054965;4.003065665;4.301459108;0.872338524;12.26380768;15.53130242;7.415086609;2.716848832;2.583203874;11.76109367;14.133359;0.258026872;6.028007838;16.44115315;1.468002197;0;0;0.030951539;0;0;0;0;0;0;0.493960331;0.159878514;0.374793407;0.027864416;0.146729809;0.170065682;0;4.549502679;2.304675962;5.070567207;1.247333332;4.49449537;0.110011415;0;4.945953888;9.211466052;2.796035269;5.635112119;6.440519762;3.918712425;5.664067923;0;2.714561224;4.125880175;7.116319322;3.856166599;8.778750518;6.026161078;5.243835741;14.16441802;4.694795291;9.238023828;5.109894673;8.507413737;2.745598572;11.96869936;0.163651837;1.20169577;1.277465881;3.006538331;5.312785754;8.916943077;23.25201308;0.787719876;2.708306841;17.58734671;1.715678103;2.904171147;3.796126251;10.42586577;11.43928264;8.294534988
chr15:41877610..41877613,-;0.155559399;0.127545142;0.59330742;0.179117045;0.110577112;0;0.855919624;0.037377028;0.383941691;0.716853015;0.492013924;0.504085422;2.600185923;0.415720542;0.58279696;0.667286739;1.602441242;0.387815147;0.167128453;0.272807111;0.694122107;0.321220837;0.533744605;0.718147027;0.650699269;0;0;0.262637677;0.249343771;0;0.137643134;0.434418072;0.153020058;0.195007746;0.302636053;0.264383951;0.246280021;0;0;0.314547913;0;0.285835787;0.174832553;0.225599806;1.602712973;0.866330905;0.167229925;1.437602537;0.554346285;0.138144109;0.346258683;0.408108595;0;0.798604499;0.616833302;0.57530476;0.44966438;1.085355256;0.307335825;0;0.395732809;0.31771699;0.127948896;0.106067749;0.598521949;0.207813646;0.286590498;0.115567198;0.20586636;0.092635114;0;0.36729662;0.218582509;0.766173216;0.196498082;0.23069886;0.451563098;0.144208854;0.116644907;0.38380428;1.333524796;0.379567831;0.929525787;0.872338524;0.384697043;0.163822624;1.465675453;0.539107839;0.910327457;0.708576701;0.266194326;0.206421498;0.221508724;0.532375614;0.293600439;0;0.160497014;0.325355993;0.282154074;0.634500117;0.386998339;0.215849262;0.611413053;0;0.296652612;0.729204919;0.4755635;0.81410869;0.774865321;0.786506778;0.288535558;0.501365959;0.10633372;0.539603722;0;2.172150517;0.315817546;0.15899375;0.223260853;0.488661257;0;1.057256583;0;0.51574031;1.132813585;0;0.72682342;0.507284409;0.613682319;0.151357428;0.731735526;0.883051582;0.260862499;1.65885473;0.239539381;0.233359677;0.26254007;0.680593099;0.482160099;0.521832827;0.289733012;0.064420284;0;0.521498441;0.721879482;0.713524398;0.343742465;0;1.111262792;0.245976877;0.343135621;0.204131716;0.092588445;0.977424916;6.239608712;0.50269909
chr15:41952591..41952672,+;9.878915607;14.0019014;7.394981708;5.645030663;26.89971663;5.586842753;8.678748692;6.576154626;8.832115902;8.694382364;8.963615986;4.73282095;11.18397947;3.93927269;7.583159377;6.20856646;4.540250186;17.45168163;7.503044066;20.74328704;11.25446847;8.441674092;10.43337606;30.26163708;25.06801733;12.92374373;20.57711563;7.624999172;9.002029393;10.71311475;6.144733036;11.81617157;3.016500217;9.574130291;3.329801768;7.024433677;7.008287002;5.936722658;4.916855741;6.41668974;7.399360475;10.26375622;6.644364322;6.431164883;5.503850164;4.599397673;2.701407638;2.704070036;5.779542833;9.52969732;5.975516115;4.664481394;19.18681243;8.370262692;8.179393871;12.38512233;10.28789642;9.69064057;5.926573885;9.953489669;6.133332073;9.319957611;5.561042841;12.22716464;9.338959565;4.325621978;7.365661924;6.358145548;9.263986188;7.345329952;11.36938812;4.000184282;5.512651932;3.38269941;7.166674007;7.354141826;5.991939607;4.460804353;2.334407042;4.929120988;3.6258392;9.550683477;7.211043704;6.978708193;4.466567271;2.861588111;4.305162166;15.88840153;6.222483052;3.381498418;15.19821022;20.75213756;5.551315663;16.20953194;11.45041713;9.596285742;14.27657696;19.52290371;13.10735469;10.90480107;12.22686919;29.924962;11.19928327;22.08492179;19.20620826;29.64464993;25.1180304;34.22817692;29.85023229;29.25919391;32.58396506;9.786613377;15.51220122;13.67706299;16.21533332;4.008768319;13.75691568;31.85444876;9.002183663;4.977618368;17.75185657;5.231937136;9.677879625;11.1721873;6.80182816;23.4866141;8.378143984;6.85185993;10.77024876;6.306793882;7.515986149;8.539347887;9.449246854;4.327290825;2.411245386;0.933438709;9.130071941;4.537287326;12.46276383;4.275053529;33.22502744;8.822784625;28.15437528;3.679205526;4.848417826;5.108343487;4.502124966;5.814836674;16.01261339;10.08505196;7.720551463;6.454548922;8.425548509;3.583891358;2.079869571;11.81342862
chr15:42066659..42066718,+;7.547560011;8.30460095;10.13017343;15.46768321;5.295347637;7.341633603;12.58431242;5.399662291;4.864319751;6.226497945;4.661607328;9.193461792;10.53097323;7.468881067;6.209230938;5.341358951;2.403661863;7.368487798;7.057885944;21.6761146;8.354217743;7.209756979;13.04275994;6.781662243;8.762918893;12.62311911;4.598719394;3.575730938;8.65009211;3.383088869;7.724453682;9.122779519;7.694150885;4.923336183;6.457272728;7.111969636;6.296015837;4.452541993;5.733629081;7.214709469;3.816427304;7.359442453;4.768070062;11.47137596;7.543349894;8.983265217;10.07961496;7.292010733;12.63529361;13.9747937;8.129425894;14.65056234;4.595848196;7.95080998;6.802983957;4.833798186;5.98147975;8.362909248;12.36165012;11.19767588;4.502694994;8.314980254;9.011335016;11.69892514;4.959282445;12.38810289;7.767820289;6.131613862;3.499728116;5.52705904;11.44216859;6.347393635;8.318018237;12.59395601;5.926971671;7.779646766;6.186123065;7.202485557;11.65814765;15.65645157;14.92909522;7.07538704;7.851963531;4.361692621;6.292907338;12.4077368;8.934525451;6.912317952;3.555414508;7.909350388;7.282981532;3.613912153;22.55699697;3.33990583;4.110406151;0;7.159036151;5.090443957;4.442498059;5.422403812;7.718801671;7.179703327;2.011323462;6.868030752;3.491912223;8.051482549;6.669787449;7.669932436;7.557321737;11.09919623;6.694984083;4.29896594;8.208616829;7.782979849;1.247333332;23.3146609;10.30729691;3.790601728;9.19492262;8.508955463;8.135929861;7.858776632;6.328296081;8.936049427;16.22050084;1.757072232;22.53240884;5.346822139;6.844775078;3.609338063;9.47963902;9.313084648;6.611531592;7.392875082;7.195338707;12.68586048;6.645545173;3.402965495;6.756740745;9.420145671;9.421739037;21.26295852;9.668673066;10.67678146;5.08060179;8.852865412;6.180142987;4.808644533;24.31670129;3.689653156;3.602924016;19.81413943;19.16580815;6.190357801;15.59902178;4.775641357
chr15:42066937..42066956,+;0.23186081;0;1.129729704;1.958665561;0.146934258;0;1.062035349;0.198400303;0.177407639;0.167711935;0.186506824;0.081434046;0.653006243;0.215903907;0.047659331;0.205810084;0.26707354;0.129271716;0.400905567;0.392480465;0.574309679;0.481058157;1.095424171;0.11465687;0.254094624;0.324323761;0;0.122691492;0.16531092;0;0.558151191;1.477021446;0.153020058;0.224962061;0;0;0;0;0.38799665;0.346577202;0;0.292587459;0.482147423;0.759260961;0.070367753;0.624520871;0.438176362;0.51123393;0.636820036;0.365768746;0.1739459;1.581904573;0;0.1754129;1.123378029;0.300775837;0.501320408;0.626171053;0.566001883;0;0.34251555;0.187596188;0.127948896;0.735434592;0.287866347;0.550415613;0.372137754;0.312372227;0.20586636;0.183635055;0.480274054;0.183788448;1.286034023;1.144068555;0.191215136;1.055570418;0.130690499;0.154058543;1.47850809;3.122819348;0.218483882;0.321150786;0.195971833;0;0;0.081911312;0;0;0.061883176;0.109040583;0.407616248;0.051605374;1.5968644;0;0.293600439;0;0;0.01420501;0;0;0;0.12289838;0;0.280254281;0.098884204;0.179343546;0.043025111;0.170235536;0.336882256;0.222636139;0.013688647;0.07228783;0.446954111;0.348580875;0;2.787961537;1.280797584;0;1.696078911;1.666385409;0.725756559;1.291956663;0.18383154;1.653839978;2.143492673;0;0.72682342;0.160432965;0.20623823;0.050452476;1.02429135;1.127312614;0.394992448;0.771082934;0;0.116679839;0.764602277;0.113432183;0.248288821;1.166539241;0;1.835039087;0;1.442397917;0;0.738155455;0.069359791;0.524539041;0.773801955;0.122988439;0.17156781;1.493088115;2.129534239;0.325808305;2.079869571;0.50269909
