;celltypetarget_donor1;celltypetarget_donor2;celltypetarget_donor3;celltype2_donor1;celltype2_donor2;celltype3_donor1;celltype4_donor1;celltype4_donor2;celltype4_donor3;celltype5_donor1;celltype5_donor2;celltype6_donor1;celltype6_donor2;celltype7_donor1;celltype8_donor1;celltype8_donor2;celltype8_donor3;celltype9_donor1;celltype9_donor2;celltype9_donor3;celltype9_donor4;celltype9_donor5;celltype10_donor1;celltype10_donor2;celltype11_donor1;celltype11_donor2;celltype12_donor1;celltype12_donor2
chr11:61584319..61584354,-;280.128627;81.57465898;33.08423477;30.59454782;17.12886235;170.0232144;87.84496477;79.42095839;26.0487846;17.7064086;38.97713843;142.8803516;57.4068896;175.3613818;42.06699461;127.966978;94.0595502;153.2630125;96.36528821;166.4227578;202.7628815;121.8463857;77.18425316;108.3296978;19.08179075;9.204114163;105.7293324;45.94082127
chr11:615942..615957,-;34.2238594;58.969633;21.85922655;9.010977629;3.05541869;42.27908935;4.456382278;11.54986581;11.11451684;1.716164224;14.76697566;13.22568127;12.83588079;3.664911854;2.512843956;9.875792783;3.37341846;18.38503833;2.62386402;5.266443302;5.992697595;5.35428202;5.341470807;3.748879757;5.24563636;13.06880948;12.22982061;3.649643585
chr11:61595572..61595584,+;8.872852438;6.879790517;5.907899067;4.976144752;3.888714697;7.706032736;5.611808566;8.160810848;6.020446578;2.542184635;18.35823825;1.833488953;7.600088929;3.948848047;3.241163143;5.763151708;5.914641533;14.39669301;3.409839321;12.32831579;8.987029978;8.12739676;13.62075056;1.421988873;2.161234865;2.028359755;5.792601711;2.050798319
chr11:61595761..61595780,+;245.9047676;72.72921403;54.35267141;209.0920282;64.62673472;347.6012154;305.6026875;79.17215436;126.7704238;40.39446784;44.06746408;91.58416883;168.1647588;299.6159617;103.0432283;91.70051325;177.7394059;632.322341;330.6204675;297.4969315;713.3921211;355.0372324;212.8576117;161.3311013;84.87438666;5.852058567;142.6860682;50.61965753
chr11:61596753..61596765,-;3.802651045;0.982827217;0.590789907;0;0;0;0;0;0;0;0.014026937;0.908885184;0;0;0;0;0;0;0;0;0;0.135655401;0;0;0;0.064953436;0;0.048260436
chr11:61630451..61630464,+;6.337751741;2.94848165;1.77236972;0.957014859;0.740707561;2.954033176;2.895432233;0.35824864;2.067068044;0.186436502;1.031369534;0.158554552;3.157456358;1.535786135;0.773463874;0.902663446;2.300711315;4.177011147;4.328783681;1.375812562;5.394936212;3.472333458;1.869514782;0.775630295;0.768993605;0.064953436;2.082366321;0.888381341
chr11:61658952..61658974,-;1.267550348;0.982827217;1.181579813;2.342799582;1.574003568;1.763822376;1.607185449;1.430722817;1.403653129;2.419094661;1.578034857;3.319601545;2.249022641;0.808255358;1.589151701;2.848344127;2.631019911;11.55639297;2.224956845;1.710849624;1.511456257;2.220146382;2.403661863;1.939075736;0.924687033;1.984467715;2.13187124;4.356611353
chr11:61659006..61659046,-;11.40795313;19.65654433;12.40658804;49.07074777;9.906963632;73.91941306;23.13534599;6.830897253;98.37579769;53.22385167;15.75446918;298.5958922;31.27306083;10.68631072;29.13203282;30.45346567;58.24568151;198.863781;87.15216652;30.8786559;63.18694499;80.58052856;14.95611826;48.99398027;15.00970145;4.250814564;157.1575662;152.2192099
chr11:61735029..61735056,-;2.535100696;0.982827217;34.26581459;16.00035363;9.444021406;32.37943219;4.427101308;77.06343279;12.84116516;5.648795894;75.87221909;39.72885664;23.0140797;3.226486909;15.77629892;42.34326323;67.57609648;34.54453377;40.14119608;7.220501446;16.72399446;22.47889884;5.341470807;19.52002908;66.53128343;10.56118917;17.86495458;32.24911545
chr11:61735103..61735112,-;70.9828195;54.05549692;114.6132419;82.7687577;51.10882173;569.1842221;129.1741842;467.9000555;85.06754952;151.2591688;122.1838888;101.5752849;189.5704932;107.3698751;305.5058948;700.1708469;610.2479614;392.1378858;438.6006357;210.5628221;187.1748657;444.0047828;104.9599014;154.9967872;190.0419378;81.35492745;353.5327679;238.646009
chr11:61891463..61891535,+;3.802651045;3.931308867;4.135529347;16.33254554;15.46227034;29.62037929;12.65953911;17.47314005;8.735909383;39.80342939;17.6695859;7.790372803;35.52828171;40.36310816;8.896178392;8.283941374;10.97148582;23.32098035;11.65666046;39.77028694;11.49658815;22.64595778;22.43417739;5.429412062;7.06855991;8.605125803;6.850110971;16.59311357
chr11:62104897..62104975,+;6.337751741;10.81109938;9.452638507;0;0;1.102881344;4.481721143;17.10995274;0.368440156;0.186436502;16.31313007;2.182719;3.131176429;1.312998959;0;0.063134335;0.150594606;1.283262115;0;1.368181526;0.55828295;0.601786021;0.26707354;0.387815147;2.248252428;0.415707349;0;0.116752543
chr11:62283760..62283807,-;5.070201393;3.931308867;3.54473944;4.976609102;1.388826677;1.016910382;2.196893224;2.885100969;1.392228564;2.80550541;6.080745523;6.549145117;1.295154276;1.044032689;3.400866329;5.381986017;1.783510397;3.445357358;4.305105583;2.138989103;0.713521278;3.220282027;1.869514782;4.783053483;6.9403306;3.237492305;5.697541743;3.480462975
chr11:62314268..62314285,-;149.5709411;96.31706723;122.2935107;305.076469;167.7702626;187.0810685;142.4451478;362.0209063;135.3959152;404.1264038;576.153126;1475.265459;140.5532991;137.7398964;207.49617;240.3329625;140.4717506;323.3135464;263.6714759;204.4689898;126.0825345;162.2643144;116.7111371;149.3088317;221.2294204;175.7523619;245.8229757;332.9651822
chr11:62314301..62314312,-;11.40795313;5.8969633;13.58816785;23.33879193;14.99932812;21.90193412;18.24526374;29.7236968;19.0916347;33.12169449;51.67025401;149.3438555;19.27758397;29.3904498;26.72108696;32.65126289;22.52051553;43.25696663;21.46085363;26.77365982;19.66253117;28.34001099;18.42807428;13.18571501;19.69027717;45.65720895;37.65981086;28.57244833
chr11:62341318..62341402,-;16.47815453;6.879790517;15.95132748;119.276062;81.75559707;91.85980343;59.21195275;16.15101828;63.51344421;86.84931952;13.45106627;13.15901213;43.08208151;80.77880658;61.29678202;40.80236425;57.05361785;142.7731025;44.26871593;130.7620849;50.0848748;124.4437331;77.18425316;38.65224301;32.74335124;14.11693836;47.94682693;64.61350888
chr11:62341629..62341688,+;2.535100696;5.8969633;2.953949533;0.715916628;0.925884452;5.081790829;2.699550587;2.145718499;1.92618404;1.45799833;4.215997191;2.031061578;4.261398741;5.549962954;3.464678444;4.779255431;3.582381953;7.250742809;6.275963361;6.288741942;5.468464927;6.242923561;3.739029565;3.36106461;1.192295278;0.64501866;5.028172095;2.801187417
chr11:62358972..62359004,-;29.15365801;6.879790517;11.22500823;4.847870577;4.629422258;3.548481375;3.582008781;2.279567605;4.281957974;6.595655083;5.93320102;3.756585446;6.656727572;3.58825692;3.763209255;2.712552352;2.941223931;7.818213047;1.196721525;6.510751137;6.16698849;8.504756839;5.341470807;3.619608041;3.814210557;3.288461775;1.987306353;2.401661324
chr11:62359010..62359024,-;3.802651045;0.982827217;2.953949533;4.146231577;1.203649787;2.723956943;1.295573887;1.304679272;1.450911494;3.301017759;1.730512367;1.990216069;1.631134785;1.399268177;1.079501128;1.325535857;1.604383025;6.076581862;1.704919661;3.76569539;1.843702885;2.223314534;2.937808944;0.90490201;0.892376305;1.227249371;0.599062139;2.115660966
chr11:62359027..62359058,-;12.67550348;2.94848165;4.135529347;2.419202737;1.944357348;4.755982524;1.513993948;3.708057372;0.858495167;1.426593691;2.412291595;3.815495546;3.689759234;1.359059608;1.541347256;1.220958258;2.374319654;4.323463401;3.785068399;4.698353399;2.603514804;4.221212136;2.670735403;0.775630295;1.583286223;2.67533239;3.016113283;1.821460864
chr11:62360907..62360911,-;2.535100696;4.914136083;7.08947888;10.67951448;8.332960064;16.34606605;9.965966021;7.267917461;2.974381684;14.10064414;6.504581166;2.934334181;9.642075551;7.282110401;9.322072456;8.50400992;9.453887586;23.79461971;20.60658356;21.04204812;6.821965451;18.73056474;13.8878241;4.136694904;9.75763065;2.035437185;12.18426556;7.795735679
chr11:62368696..62368759,-;3.802651045;5.8969633;2.363159627;7.376196722;3.240595581;6.342914115;5.955093111;2.771231471;6.258536202;8.949813653;7.985348061;4.593458131;5.440316806;7.116106487;5.41518889;6.831851666;7.505313837;7.426668737;8.681245458;7.455041515;6.560530133;5.028808241;5.608544347;5.17086863;6.166523242;2.693647331;7.230350844;5.194648997
chr11:62369108..62369183,-;15.21060418;11.7939266;12.40658804;23.3382902;20.83240016;27.6249103;12.4153792;7.27015051;16.23079843;32.63276443;10.98609883;5.941520178;23.996398;24.80547028;11.91575219;8.394186049;9.443026966;13.48415959;10.64026419;18.42220767;17.56280115;16.63760203;17.8939272;11.5051827;7.610397673;3.788824342;8.647297387;13.12031159
chr11:62369229..62369289,-;1.267550348;10.81109938;5.907899067;38.56825076;21.75828461;25.1655221;13.80730166;10.26413712;16.51837554;24.97884656;12.07762127;4.370507693;16.52180528;22.22684168;9.26677217;6.00545996;9.344604408;16.75259025;10.13206605;20.20718193;14.20764866;15.84381687;16.5585595;6.334314072;9.697129317;13.54049287;10.89898105;10.77336432
chr11:62369291..62369351,-;7.605302089;12.77675382;10.63421832;42.30871226;33.70219404;27.83848138;24.9919187;16.02212632;18.20333691;33.58825525;17.47923577;8.846041602;16.97002786;21.19597681;16.42792702;11.65975724;15.67057352;26.66528387;13.81968254;24.68500283;18.6643893;24.39630087;17.09270658;9.824650398;13.6014311;14.87677244;12.11790792;15.22743847
chr11:62369352..62369373,-;2.535100696;0.982827217;1.77236972;4.092134223;4.999776039;4.767931415;2.293761998;4.006821294;2.466855318;4.617646355;4.72141758;1.435538762;3.03887029;3.221198826;3.925572198;3.394862072;2.867964582;8.257107102;1.849727767;5.528930761;3.387827417;3.31637986;3.204882484;0.258543432;2.797977608;2.533436145;0.958499422;2.900935097
chr11:62380199..62380265,-;13.94305383;37.34743423;27.17633571;11.8406146;7.499664058;10.21816969;7.296838058;12.83557603;3.849457112;14.70954033;25.52626208;27.84575165;30.83263335;8.09382052;9.265809194;10.9561338;11.19336245;55.04564893;13.91713445;20.95990344;31.73911027;29.16676335;15.49026534;13.44425844;9.572952701;4.356702072;15.01025891;17.72938285
chr11:62389449..62389465,-;10.14040279;36.36460702;21.85922655;17.91034099;11.66614409;33.75798465;21.4034322;21.87333288;16.60865889;14.08022648;11.77721707;11.54474252;41.83878684;15.98209133;17.25407383;26.96411947;22.33589579;70.15458679;20.21677591;30.28373839;44.97584387;56.95535043;18.16100074;25.98361487;28.29179257;8.635614845;14.20027424;25.44372478
chr11:62392987..62393018,+;2.535100696;0.982827217;1.77236972;0.685480741;0.277765335;0.790380424;0.426063678;0.571937032;0.141775097;0.432578686;0.088327041;0;0.674637811;0.268907048;0.50407008;0.398558204;0.603429994;1.041147295;0.265938117;0.664993788;1.687115842;2.976052713;2.403661863;0.387815147;0.267101444;0.119475234;1.173371818;0.771628798
chr11:62393050..62393087,-;2.535100696;0.982827217;0.590789907;0.283446115;0.277765335;0.19238595;0.597034878;0.209617478;0.150510774;0.253461641;0.509318814;0;0.848015575;0.441504707;0.67493425;0.419279836;0.874188054;0.292759734;1.837888719;0.986038802;0.618202616;0.33364337;0;0.646358579;0.501385359;0.109241716;1.508056642;0.837499473
chr11:62393092..62393149,-;2.535100696;0.982827217;4.135529347;1.267823089;1.203649787;1.714183202;0.909631967;0.535337503;0.613467662;1.209729334;1.288009484;0.41990395;1.398895761;0.917554901;1.832339816;1.645484365;1.93598923;1.690986271;2.236795894;1.226600083;2.449645166;3.62769522;2.136588323;1.680532305;2.274196142;0.249382107;3.040865743;1.904941778
chr11:62393172..62393196,-;5.070201393;3.931308867;3.54473944;0.411255939;0.370353781;0.167566363;0.078272463;0.308704919;0.111988085;0;0.16353547;0.076586394;0.084132683;0.256035337;0.049751601;0.083855967;0.168945323;0.827634288;0;0.35462283;0.166123314;0.341465486;0.26707354;0.258543432;0.066648661;0;0;0.438981409
chr11:62393198..62393263,-;2.535100696;1.965654433;2.953949533;1.709433651;1.851768903;1.736815009;4.09442962;1.59156672;0.253763183;0.433642092;0.697598722;0.280645082;1.965335649;1.837941344;3.705940607;3.159453789;3.363135368;1.998673225;3.398000273;2.729101607;3.135921712;4.045651692;2.403661863;1.809804021;1.2022099;0.621197416;2.466556064;3.155007301
chr11:62407148..62407173,-;1.267550348;4.914136083;2.363159627;0.271151031;0.18517689;0.874163605;0.791730509;0.35824864;0.055994043;0.630588269;0.124758852;0.35510413;1.211416524;0.207143146;0.922718677;0.713260441;1.459004977;0.37419378;0.265938117;1.050549123;0.309101308;3.166218565;1.068294161;0.129271716;0.099972991;0.04428828;0.933746962;1.61894142
chr11:62414070..62414092,-;247.1723179;271.2603118;282.9883653;159.0522792;175.7328689;261.0363345;264.6940357;124.3957469;131.5076676;177.7535696;106.6740574;92.57916075;226.9861088;255.9212642;222.6158677;247.8186955;228.3570341;276.8189918;213.8253005;305.2226489;406.9655562;402.0978964;231.2856859;238.3770439;157.8843827;127.386911;222.6346629;200.9830466
chr11:62420757..62420788,-;16.47815453;16.70806268;16.54211739;19.20006357;11.4809672;24.15895046;12.6213166;10.75388574;7.361167782;14.63131527;19.44934374;6.280494655;25.76863278;16.74274349;10.26375135;10.97879431;8.717103055;42.48403396;15.97360509;23.30193279;18.32534379;28.40486819;13.08660348;9.566106966;10.13816732;7.743010552;11.42378581;13.40799197
chr11:62432613..62432627,-;1.267550348;0.982827217;0.590789907;1.048241255;0.462942226;1.270447707;0.233339099;0.280247218;1.318763167;0.703869459;0.507620761;0.416649533;0.470255299;1.665402906;0.653324883;0.35711494;1.387123658;0.537061872;0.785975301;2.19962261;1.068906568;1.843429818;1.869514782;0.387815147;1.239114695;0.361383671;0.599062139;0.264155282
chr11:62432641..62432709,-;72.25036985;66.83225073;64.98688973;97.35366498;74.53369835;132.9980349;86.92439784;58.61350213;108.4052349;67.34862713;57.32624344;44.43075463;82.57524976;138.9327319;78.7002658;58.36474972;72.41117956;114.225589;69.1721865;135.6937059;82.28840922;105.4951279;123.1209021;67.35056391;82.81371962;119.9960118;83.02421917;71.92186562
chr11:62432777..62432794,+;5.070201393;2.94848165;8.271058694;7.625227709;2.962830245;16.8659673;6.063832559;3.4201409;4.574465925;7.341687625;8.508674048;7.13922499;8.550070261;8.444233365;9.725006166;6.04302547;6.08884035;20.49968937;8.246821138;22.04708417;5.211109046;24.66929651;4.540250186;1.939075736;3.457590401;6.847749903;6.511476277;6.041220724
chr11:62439136..62439162,+;17.74570488;29.4848165;15.95132748;23.09076583;9.906963632;28.06602566;13.60084406;6.80178549;23.28939739;17.42062997;3.291442674;14.67751585;13.66760646;13.12222829;9.870356054;10.12572871;8.036102331;52.95690877;8.911666429;26.90379629;15.33099348;15.26243216;16.29148596;6.980672651;8.286039558;5.010752138;10.77521876;8.998887037
chr11:62439176..62439203,+;2.535100696;0.982827217;1.181579813;2.924840107;1.111061342;3.51613255;1.571991322;1.651782889;3.647661057;2.613914026;0.562481956;3.4153796;1.667002997;2.811467288;2.998246608;3.123256796;1.745109791;8.077823172;0.265938117;3.456216132;2.557210846;4.663876408;1.335367702;1.680532305;1.081900864;0.876495458;2.226931208;2.304065219
chr11:62446515..62446522,-;2.535100696;3.931308867;0.590789907;6.041656142;1.388826677;3.184982787;1.518428816;1.85630043;4.677496254;3.077408959;1.54616753;3.892289987;5.450028085;2.106600171;2.48469112;2.887164255;3.420026149;7.163999434;1.716758709;2.962154447;2.854058478;6.910309815;2.136588323;3.231792894;5.710943697;4.293067633;1.437749133;2.453484014
chr11:62446527..62446572,-;77.32057124;84.52314063;61.44215029;163.7107615;133.5125379;228.9855147;133.131665;94.24586436;89.15234494;126.6216771;125.4871024;145.6795785;165.9916795;106.6172453;134.2942186;126.9099444;127.703385;450.1890091;122.6512846;152.645515;196.8660062;364.2160305;132.468476;149.3088317;107.9173238;212.0767333;150.0075291;91.45004829
chr11:62473706..62473775,-;21.54835592;27.51916207;25.99475589;25.31664855;12.40685165;30.12646119;25.16783752;37.97442599;11.92825167;29.76944053;10.12040367;21.73619523;54.5173108;23.39116463;36.69190919;50.53438723;25.12249695;65.39020266;31.8115016;43.7127394;32.91426044;41.01072648;30.98053068;29.99103806;24.80413833;7.264317133;34.30901275;29.6293405
chr11:62473776..62473793,-;6.337751741;7.862617733;8.8618486;5.985634277;3.518360916;9.070024736;6.808498267;32.69412744;2.999028608;7.806658829;4.587887212;11.64658706;17.19907481;7.542570715;12.33152246;10.64433988;7.523415641;28.24903836;11.5473695;11.79823073;7.988908086;11.37654573;4.273176646;8.144118093;6.463368552;4.860009216;6.92041848;10.16493347
chr11:62476965..62477028,-;16.47815453;3.931308867;12.99737795;10.99680688;16.48074324;22.53004122;11.27177923;15.06814901;6.942558293;8.534939714;22.09334189;8.656378543;34.938881;16.77625654;11.99394941;14.59497954;6.838256862;40.16155677;17.85885;21.41035953;18.30496248;35.13674295;14.15489764;10.21246554;7.64064834;10.2293035;24.79827591;8.763970163
chr11:62482595..62482612,-;1.267550348;0.982827217;0.590789907;0.603475658;0.925884452;0.597994474;0.674814578;0.625551666;0.055994043;0.753640479;0.330992619;0;0.523009087;0.696065052;0.177407639;0.399527643;0.224522181;1.413153757;0.265938117;0.261814777;0.902789913;1.788919367;1.335367702;0;0.434229897;0.109241716;1.722929038;1.38967117
chr11:624926..624977,-;351.1114465;299.7623011;170.1474931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr11:62494623..62494700,-;8.872852438;15.72523547;14.76974767;13.15527562;16.11038946;16.54287165;23.38222508;18.78641999;11.20188922;19.52778481;20.42516778;15.34896754;15.12794292;34.4891161;21.14491792;16.56334246;15.59385849;17.50722184;16.14209129;16.81802671;12.50012693;13.20071617;16.5585595;7.368487798;10.45110743;10.63106794;15.73308334;16.90505885
chr11:62494893..62494953,-;35.49140975;30.46764372;36.03818431;24.84636666;26.75806065;37.3702903;26.29579776;23.09957036;10.69143628;31.45018611;47.8431712;11.25825769;23.28400372;22.89555854;19.84452944;22.68400819;22.8987925;33.80432904;16.87797088;37.34820023;27.85295696;37.66232123;30.4463836;8.273389808;15.99666277;13.89437608;18.74919663;19.68507097
chr11:62495935..62495989,+;15.21060418;16.70806268;14.76974767;21.65170796;20.92498861;55.21853019;34.09030121;14.51523995;21.23979064;25.0337347;24.06347104;15.55605755;27.82977465;33.51701726;35.30056115;30.30523468;27.58970355;38.23292812;31.27962537;42.16223712;38.1976048;44.45751595;26.70735403;33.99846124;24.81608015;21.09555807;42.09287069;25.66304636
chr11:6251379..6251403,-;6.337751741;3.931308867;2.363159627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr11:62521614..62521646,-;3.802651045;2.94848165;5.907899067;5.042839013;4.444245368;5.874795722;3.507121317;4.582829239;2.040638934;3.37274715;6.700441736;2.631347044;5.460717907;4.123168919;2.734422703;2.274204581;2.712057402;16.00849539;3.699455535;7.503312065;9.703248686;11.68013238;3.739029565;2.197619168;2.58504334;3.179616299;1.892246384;2.602567363
chr11:62529008..62529033,+;6.337751741;6.879790517;5.31710916;7.37850432;9.073667626;15.95118454;12.70557402;9.916956118;8.082596614;3.337126651;10.41044716;4.920203692;10.61213115;8.410381653;12.77857426;6.551977905;10.02462126;13.08552778;14.03826446;18.29674523;11.74030169;20.00165761;12.81952994;5.687955493;10.20003508;15.91971003;15.96875833;8.305228047
chr11:62529042..62529070,+;11.40795313;12.77675382;21.85922655;27.71293026;31.01712913;35.46095573;34.67728034;31.52971007;28.73599934;24.56402148;30.59219739;19.49879822;28.35440893;26.95363857;30.52987132;21.0680843;33.98988112;25.4789118;26.4781607;38.78200765;32.85165871;55.7104893;46.20372248;27.66414717;26.82862855;32.13426533;37.043896;28.92526409
chr11:62538850..62538885,+;5.070201393;1.965654433;5.907899067;2.236668681;1.203649787;3.849470094;1.840031785;1.537952085;3.031504508;2.285532776;0.952188969;3.020557032;4.411204007;3.214238418;2.256558302;1.934218698;2.525591865;4.356993777;1.716758709;3.580079283;2.234500489;4.365136642;1.869514782;1.551260589;2.879641759;2.681446446;4.309297529;1.499231998
chr11:62538887..62538931,+;3.802651045;5.8969633;6.498688973;1.560188693;0.740707561;1.931388739;1.839539022;1.641110441;2.745265425;1.874424068;1.158781946;1.986065399;6.290736073;2.872182083;2.774710101;3.348856794;2.316473319;5.771082226;3.022771195;3.306784635;3.924333737;3.860934267;1.335367702;1.809804021;1.470324947;2.182087871;1.867493925;2.316499799
chr11:62554860..62554902,+;133.0927866;102.2140305;109.2961327;130.841874;83.14442375;155.9505557;105.0384186;147.1711088;72.58584838;71.63165643;106.7613507;58.45586802;197.7369577;133.1784608;113.7620166;133.8112985;109.1490615;309.6794503;193.9737732;165.3508062;232.2940937;246.9853106;94.54403328;157.8407649;207.7340679;66.6803079;136.5003237;121.4935716
chr11:62556596..62556622,+;5.070201393;2.94848165;1.77236972;0.420558516;0.555530671;0.597994474;0.0777797;0.605967244;0.772714113;0;0.54279925;0;0.754321437;0.643103215;1.136780378;1.987123945;0.896646878;0.975575161;0.785975301;0.661239567;0.273695653;0.810764256;0.534147081;0.258543432;1.248522516;0.395240313;1.268431786;1.223044787
chr11:6255849..6255882,-;19.01325522;15.72523547;10.63421832;9.729773195;8.147783174;10.17377946;10.21711639;10.84143297;7.700712019;8.389440741;15.37685179;11.60247653;11.91109235;9.19376503;10.18002664;9.455986038;10.11060548;13.81905096;8.028239216;9.90973764;13.6861334;12.17869341;8.279279751;13.05644329;9.536302164;10.48837921;8.978032341;7.374837163
chr11:62559455..62559494,-;19.01325522;22.60502598;21.85922655;17.90658231;13.79567833;27.35146249;23.14363863;13.16793629;7.832175724;20.33085897;11.5372889;12.45058133;22.58826398;21.48266865;14.83708914;17.01837676;14.39906379;47.39021275;17.60475094;36.67467112;29.82608462;41.35071226;19.49636845;17.06386648;14.92851125;6.930833551;19.44331873;18.2780606
chr11:62572901..62572919,-;49.43446358;57.00397857;72.66715852;33.18660803;34.16513626;39.59836314;32.67387674;39.56123553;31.40801139;21.74472955;119.6328917;89.09037353;37.20479468;68.4391289;52.64998289;51.14138938;45.35912345;47.63559436;40.17671322;54.05664635;43.81448253;51.75191745;34.4524867;45.1158288;30.6848102;121.14893;37.81227549;34.89496921
chr11:62599117..62599152,-;1.267550348;0.982827217;4.135529347;0.31080823;1.018472897;2.019154885;0.778782524;1.130159725;0.911800322;1.124999449;3.389379649;1.30002663;2.188445121;1.868050521;2.857221452;3.077536699;2.449246225;3.364304078;1.051913418;2.025827985;2.352964472;5.51701891;1.602441242;2.197619168;1.025673626;1.094978891;4.404357497;1.264113507
chr11:62599505..62599556,-;49.43446358;33.41612537;38.99213384;34.82114256;18.70286592;41.22254399;26.07007804;28.21440413;18.15004736;32.40634966;41.43899827;36.40369693;33.97969171;28.64287269;41.53093711;35.59287219;37.3302477;36.63985781;22.91167422;33.18318133;42.71827335;34.42098962;24.03661863;30.50812492;25.32371141;30.12613928;28.71048085;23.6174237
chr11:62607036..62607080,-;31.68875871;39.31308867;29.53949533;95.69216432;42.31291944;90.06975011;22.60742156;13.30457489;40.57891133;76.39811441;18.41677126;18.77000508;36.62342594;41.33323023;32.06494669;16.42559008;25.82170193;65.90160553;15.79054031;50.17064263;35.05481096;48.4825856;23.23539801;25.98361487;22.21590021;20.13685268;24.71506555;24.34919453
chr11:62620503..62620506,-;7.605302089;4.914136083;5.31710916;0;0;0.083783182;0.481104473;0;0.055994043;0;0.295777018;0.081968158;0.072959105;0.024446095;0.184935287;0;0.096069317;1.479279817;0.520037185;0.066605545;0.047659331;1.5129546;0;0;0;0.501722182;0;0
chr11:62622938..62622956,-;2.535100696;1.965654433;0.590789907;2.358029141;3.425772471;1.489448428;0.792223272;0.276176305;0.614358755;6.353604374;0.927089608;0.062672474;0.771113848;1.384921474;0.949897934;0.210124637;0.758080133;1.122581341;0.132969058;1.243454653;0.712152588;1.125595243;1.335367702;0.646358579;0.334256906;0.470625387;0.599062139;0.756639991
chr11:62623340..62623364,-;3.802651045;20.63937155;18.31448711;28.63669991;15.27709345;13.59422403;14.42524053;7.639744132;11.65991249;25.06213073;27.52449261;8.053126412;13.53120345;21.88595289;12.86496933;6.991009935;7.799974474;13.29560085;11.18397947;16.41552913;12.27138447;17.26053239;11.48416223;12.280813;4.614027343;36.37291554;13.98540185;14.73851712
chr11:62648357..62648381,+;62.10996706;98.28272167;64.39609983;386.0474237;257.488466;217.2861668;137.9593647;131.1962867;172.5782068;503.9013285;86.72636089;56.3581809;264.7501084;55.52137087;163.4494006;60.38968091;233.095918;119.7770836;90.4854925;59.13307656;140.1606544;226.8762745;40.32810459;121.7739562;62.16848929;83.9635283;216.0112739;57.23094014
chr11:63011003..63011009,-;36.7589601;7.862617733;14.17895776;0;0;0;0;0;0;0;0;0.217972609;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr11:63011065..63011082,-;48.16691323;4.914136083;27.76712561;0.036583428;0.092588445;0;0;0;0;0.127794226;0;0.163936315;0;0;0;0;0;0;0;0;0;0;0;0;0;0.064953436;0;0
chr11:63057362..63057382,+;5.070201393;2.94848165;9.452638507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04249826;0.047659331;0;0;0;0;0;0;0
chr11:63057386..63057411,+;8.872852438;3.931308867;13.58816785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr11:63057412..63057435,+;10.14040279;5.8969633;13.58816785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr11:63057448..63057457,+;2.535100696;0.982827217;1.181579813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr11:63137251..63137267,+;25.35100696;11.7939266;14.76974767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr11:63304273..63304292,+;17.74570488;6.879790517;7.680268787;0.070093086;1.018472897;1.770959017;2.789292746;3.016024268;0.094516731;0.345146975;8.974898998;2.517996717;1.890332722;1.589718187;1.228766534;10.34771441;3.279562925;2.243910056;1.571950602;1.55404463;6.250053476;0;1.335367702;1.809804021;4.261935541;1.060329768;0.694122107;0.555733952
chr11:63304309..63304325,+;73.5179202;50.12418805;33.08423477;0;0.277765335;2.155730918;11.92376312;0.961212689;0.415698522;0.255588453;8.91254059;3.56869482;10.04078178;20.57246092;4.142575839;26.31820502;7.672335774;3.349376858;6.553740526;9.998437736;21.06226241;2.556610429;1.335367702;1.680532305;7.59813759;1.835255301;6.701596214;0.752405155
chr11:63339842..63339883,-;7.605302089;2.94848165;1.77236972;0.033509657;0;0;0.233831862;0;0;0;0.120515075;3.883938079;0.469666164;0;0;0.23084627;0.095017748;0.211325688;0;0.421228375;0.047659331;0;0;0.129271716;0.634682681;0.699144218;0.119812428;0.205476323
chr11:63340961..63340994,-;1.267550348;0.982827217;1.181579813;0;0;0;0.657924488;0;0;0.029852841;0.090654719;0.870890158;0.424751287;0.024446095;0.077904437;0.083855967;0.036963787;0;0.132969058;0;0.047659331;0;0;0;0.200452784;0.228716951;0;0
chr11:63341093..63341108,-;2.535100696;1.965654433;1.181579813;0;0;0.19238595;0.945318856;0;0;0;0.059791405;3.911765921;0.021165965;0.073338286;0.262839724;0.12626867;0.17063321;0;0;0.127494779;0.047659331;0;0;0;0.301439377;0.207853674;0;0.313423746
chr11:63381642..63381653,-;2.535100696;0.982827217;1.77236972;0;0;0;0.039136231;0;0;0;0.010319564;7.42312101;0.156501193;0.024446095;0;0;0.037807731;0;0;0;0.226036321;0;0;0;0;0.173997032;0;0
